Date,Ticker,Open,High,Low,Close,Volume,Daily_Return,Log_Return,Category
2021-01-04 00:00:00-05:00,AMZN,163.5,163.60000610351562,157.2010040283203,159.3314971923828,88228000,,,AI_Core
2021-01-05 00:00:00-05:00,AMZN,158.30050659179688,161.16900634765625,158.2530059814453,160.92550659179688,53110000,0.010004358381754175,1.0100043583817542,AI_Core
2021-01-06 00:00:00-05:00,AMZN,157.32400512695312,159.87550354003906,156.55799865722656,156.91900634765625,87896000,-0.024896614147709384,0.9751033858522906,AI_Core
2021-01-07 00:00:00-05:00,AMZN,157.85000610351562,160.427001953125,157.75,158.10800170898438,70290000,0.0075771277744003385,1.0075771277744003,AI_Core
2021-01-08 00:00:00-05:00,AMZN,159.0,159.53199768066406,157.11000061035156,159.13499450683594,70754000,0.006495514374673217,1.0064955143746732,AI_Core
2021-01-11 00:00:00-05:00,AMZN,157.40049743652344,157.81900024414062,155.5,155.7104949951172,73668000,-0.021519462280005563,0.9784805377199944,AI_Core
2021-01-12 00:00:00-05:00,AMZN,156.0,157.10699462890625,154.3000030517578,156.04150390625,70292000,0.002125797051401035,1.002125797051401,AI_Core
2021-01-13 00:00:00-05:00,AMZN,156.4219970703125,159.49749755859375,156.10400390625,158.29449462890625,66424000,0.014438406874172749,1.0144384068741727,AI_Core
2021-01-14 00:00:00-05:00,AMZN,158.37600708007812,158.89999389648438,156.0294952392578,156.37350463867188,61418000,-0.012135545173177387,0.9878644548268226,AI_Core
2021-01-15 00:00:00-05:00,AMZN,156.1510009765625,157.12750244140625,154.7584991455078,155.21249389648438,84880000,-0.007424600125642833,0.9925753998743572,AI_Core
2021-01-19 00:00:00-05:00,AMZN,155.35000610351562,157.25,154.8000030517578,156.03799438476562,66102000,0.005318518294228358,1.0053185182942284,AI_Core
2021-01-20 00:00:00-05:00,AMZN,159.09950256347656,163.99000549316406,158.75,163.16900634765625,106196000,0.04570048462239673,1.0457004846223967,AI_Core
2021-01-21 00:00:00-05:00,AMZN,164.64999389648438,167.42750549316406,164.47850036621094,165.34950256347656,98722000,0.013363421550624865,1.0133634215506249,AI_Core
2021-01-22 00:00:00-05:00,AMZN,165.2154998779297,166.0955047607422,164.1580047607422,164.6114959716797,56438000,-0.00446331304512726,0.9955366869548727,AI_Core
2021-01-25 00:00:00-05:00,AMZN,166.4250030517578,168.1945037841797,162.15750122070312,164.6999969482422,74996000,0.0005376354551673845,1.0005376354551674,AI_Core
